Wavelength (micron), Reflectance
1.0000000e+000,5.8710194e-001
1.0010000e+000,5.8786249e-001
1.0020000e+000,5.8871734e-001
1.0030000e+000,5.8970815e-001
1.0039999e+000,5.9080017e-001
1.0050000e+000,5.9193796e-001
1.0060000e+000,5.9308130e-001
1.0070000e+000,5.9424442e-001
1.0080000e+000,5.9545356e-001
1.0089999e+000,5.9671211e-001
1.0100000e+000,5.9792596e-001
1.0110000e+000,5.9897447e-001
1.0120000e+000,5.9977829e-001
1.0130000e+000,6.0041595e-001
1.0140001e+000,6.0100353e-001
1.0150000e+000,6.0165882e-001
1.0160000e+000,6.0246468e-001
1.0170000e+000,6.0342419e-001
1.0180000e+000,6.0453224e-001
1.0190001e+000,6.0576105e-001
1.0200000e+000,6.0703278e-001
1.0210000e+000,6.0826463e-001
1.0220000e+000,6.0941166e-001
1.0230000e+000,6.1051184e-001
1.0240000e+000,6.1161578e-001
1.0250000e+000,6.1275709e-001
1.0260000e+000,6.1393052e-001
1.0270000e+000,6.1512589e-001
1.0280000e+000,6.1632812e-001
1.0290000e+000,6.1750770e-001
1.0300000e+000,6.1863554e-001
1.0310000e+000,6.1969823e-001
1.0319999e+000,6.2071878e-001
1.0330000e+000,6.2172550e-001
1.0340000e+000,6.2273580e-001
1.0350000e+000,6.2374341e-001
1.0360000e+000,6.2474084e-001
1.0369999e+000,6.2571990e-001
1.0380000e+000,6.2667680e-001
1.0390000e+000,6.2760776e-001
1.0400000e+000,6.2851554e-001
1.0410000e+000,6.2941986e-001
1.0420001e+000,6.3033974e-001
1.0430000e+000,6.3128728e-001
1.0440000e+000,6.3224882e-001
1.0450000e+000,6.3321096e-001
1.0460000e+000,6.3415319e-001
1.0470001e+000,6.3504833e-001
1.0480000e+000,6.3586795e-001
1.0490000e+000,6.3660091e-001
1.0500000e+000,6.3727695e-001
1.0510000e+000,6.3792896e-001
1.0520000e+000,6.3858497e-001
1.0530000e+000,6.3925529e-001
1.0540000e+000,6.3994986e-001
1.0549999e+000,6.4066726e-001
1.0560000e+000,6.4138496e-001
1.0570000e+000,6.4207745e-001
1.0580000e+000,6.4272255e-001
1.0590000e+000,6.4330822e-001
1.0599999e+000,6.4382219e-001
1.0610000e+000,6.4426625e-001
1.0620000e+000,6.4467728e-001
1.0630000e+000,6.4509469e-001
1.0640000e+000,6.4554173e-001
1.0650001e+000,6.4600915e-001
1.0660000e+000,6.4648050e-001
1.0670000e+000,6.4693809e-001
1.0680000e+000,6.4735883e-001
1.0690000e+000,6.4771909e-001
1.0700001e+000,6.4800966e-001
1.0710000e+000,6.4825273e-001
1.0720000e+000,6.4847517e-001
1.0730000e+000,6.4869356e-001
1.0740000e+000,6.4890283e-001
1.0750000e+000,6.4909476e-001
1.0760000e+000,6.4926034e-001
1.0770000e+000,6.4938509e-001
1.0779999e+000,6.4945698e-001
